
Host: chem76fgv94lws

Timers On : Sat Jul 25 14:40:09 2026
Timers Off: Sat Jul 25 18:39:42 2026

Wall Time:    14373.49 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
JK: (A|Q)^-1                        :    144.417u      8.650s    167.991w    114 calls
| Libint2ERI::Libint2ERI            :      0.067u      0.033s      0.135w    228 calls
JK: (A|mn)                          :    199.883u     15.633s     99.884w    114 calls
JK: (Q|mn)                          :    154.083u     24.567s     96.484w    114 calls
JK: (Q|mn) Write                    :      1.917u      3.617s      3.719w     57 calls
JK: (A|mn)^L                        :    204.517u     13.733s    103.898w    114 calls
JK: (Q|mn)^L                        :    149.483u     22.650s     92.580w    114 calls
JK: (Q|mn)^L Write                  :      2.383u      3.417s      3.171w     57 calls
JK: (Q|mn)^R                        :    159.850u     10.500s     85.321w     57 calls
JK: (Q|mn)^R Write                  :      3.500u      5.750s      5.942w     57 calls
HF: Form core H                     :      3.483u      0.067s      2.429w     57 calls
HF: Form S/X                        :      3.650u      0.083s     10.459w     57 calls
HF: Guess                           :     29.667u      6.100s     30.963w     57 calls
| SAD Guess                         :     29.283u      6.067s     30.682w     57 calls
HF: Form G                          :   8617.167u    673.117s   4579.819w   1643 calls
| RV: Form V                        :   4915.383u      1.617s   2319.438w   1643 calls
| | Properties                      :   2571.173p                         3888814 calls
| | Functional                      :    466.736p                         3888814 calls
| | V_xc                            :   1523.731p                         3888814 calls
| JK: D                             :      1.867u      0.100s      3.937w   1643 calls
| JK: USO2AO                        :      0.050u      0.000s      0.017w   1643 calls
| JK: JK                            :   3696.067u    671.233s   2242.459w   1643 calls
| | JK: (Q|mn) Read                 :    127.383u    198.350s    187.564w   3286 calls
| | JK: J                           :     87.617u      0.683s     47.196w   3286 calls
| | | JK: J1                        :     42.033u      0.350s     22.815w   3286 calls
| | | JK: J2                        :     42.250u      0.250s     23.421w   3286 calls
| | JK: K                           :   1179.150u     53.683s    607.721w   3286 calls
| | | JK: K1                        :    910.533u     16.983s    440.802w   3286 calls
| | | JK: K2                        :    266.717u     36.650s    166.744w   3286 calls
| | JK: (Q|mn)^L Read               :     97.450u    152.750s    138.253w   4986 calls
| | JK: (Q|mn)^R Read               :     89.933u    151.633s    139.224w   4986 calls
| | JK: wK                          :   2034.717u     61.150s   1044.475w   4986 calls
| | | JK: wK1                       :   1745.600u     16.533s    844.617w   9972 calls
| | | JK: wK2                       :    285.267u     44.533s    199.450w   4986 calls
| JK: AO2USO                        :      0.017u      0.000s      0.003w   1643 calls
HF: Form F                          :      2.183u      0.067s      5.805w   1643 calls
HF: Form D                          :      1.333u      0.100s      2.783w   1643 calls
HF: DIIS                            :     63.950u      4.117s     99.257w   1586 calls
HF: Form C                          :     82.900u      2.083s    211.067w   1586 calls
JK: (A|Q)^-1/2                      :     69.283u      1.733s     79.396w     57 calls
| Libint2ERI::Libint2ERI            :      0.117u      0.000s      0.099w    114 calls
JK: (A|mn)^R                        :    141.517u      0.017s     69.336w     57 calls
JK: D                               :    447.033u      0.017s      7.503w   1593 calls
JK: USO2AO                          :      0.067u      0.000s      0.015w   1593 calls
JK: JK                              :  13037.983u    276.050s   1934.932w   1593 calls
| JK: J                             :   4597.567u      0.667s     78.749w   1593 calls
| | JK: J1                          :   2514.050u      0.267s     41.084w   1593 calls
| | JK: J2                          :   2065.617u      0.350s     37.321w   1593 calls
| JK: K                             :   5545.067u    144.367s    712.623w   1593 calls
| | JK: K1                          :   5279.900u    111.300s    547.700w   1593 calls
| | JK: K2                          :    262.633u     33.050s    164.838w   1593 calls
| JK: wK                            :   2079.883u    103.683s   1092.761w   3186 calls
| | JK: wK1                         :   1801.483u     65.567s    908.857w   6372 calls
| | JK: wK2                         :    276.383u     38.083s    183.714w   3186 calls
JK: AO2USO                          :      0.000u      0.017s      0.003w   1593 calls
RV: Form V                          :   8177.683u      1.533s   2569.113w   1593 calls
| Properties                        :   2942.584p                         3770252 calls
| Functional                        :    495.220p                         3770252 calls
| V_xc                              :   1603.333p                         3770252 calls
Grad: V T Perturb                   :     59.800u      0.033s      3.858w     57 calls
Grad: S                             :      4.233u      0.000s      1.124w     57 calls
Grad: JK                            :   1469.450u     65.767s    845.000w     57 calls
| JKGrad: Amn                       :    184.417u     19.200s    104.506w     57 calls
| | Libint2ERI::Libint2ERI          :     14.200u      0.033s      4.351w     57 calls
| JKGrad: Awmn                      :    200.533u     19.033s    121.379w     57 calls
| | Libint2ErfERI::Libint2ErfERI    :     15.733u      0.133s     13.475w    114 calls
| JKGrad: AB                        :     90.300u      5.850s    103.334w     57 calls
| | Libint2ERI::Libint2ERI          :      0.050u      0.000s      0.059w    114 calls
| JKGrad: UV                        :     19.017u      3.300s     11.994w     57 calls
| JKGrad: ABx                       :      9.967u      0.367s      4.544w     57 calls
| | Libint2ERI::Libint2ERI          :      0.033u      0.000s      0.039w     57 calls
| JKGrad: Amnx                      :    963.483u     17.517s    498.562w     57 calls
| | Libint2ERI::Libint2ERI          :      7.233u      0.033s      3.734w     57 calls
| | Libint2ErfERI::Libint2ErfERI    :      9.300u      0.150s      4.619w     57 calls
Grad: XC                            :    325.433u      0.067s    158.673w     57 calls
| Properties                        :    195.375p                         134913 calls
| Functional                        :     18.105p                         134913 calls
| V_xc gradient                     :    100.812p                         134913 calls

**************************************************************************************

Host: chem76fgv94lws

Timers On : Sat Jul 25 14:40:09 2026
Timers Off: Mon Jul 27 07:41:19 2026

Wall Time:   147670.11 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
V: Grid                             :   2348.517u      8.050s    881.939w   1178 calls
build grid                          :   1979.583u      4.117s    662.646w   1178 calls
post-process grid                   :    368.083u      3.933s    218.966w   1178 calls
DFH: sparsity prep                  :     73.717u      0.083s     67.779w    589 calls
Libint2ERI::Libint2ERI              :    603.183u      3.350s    284.557w  10602 calls
Libint2ErfERI::Libint2ErfERI        :    372.233u      3.350s    250.747w   2945 calls
JK: (A|Q)^-1                        :   1374.467u     84.317s   1239.540w   1178 calls
JK: (A|mn)                          :   2058.233u    162.217s    941.273w   1178 calls
JK: (Q|mn)                          :   1579.733u    232.200s    840.067w   1178 calls
JK: (Q|mn) Write                    :     28.967u     37.150s     31.347w    589 calls
JK: (A|mn)^L                        :   2080.183u    140.950s    940.834w   1178 calls
JK: (Q|mn)^L                        :   1549.117u    242.067s    830.567w   1178 calls
JK: (Q|mn)^L Write                  :     28.667u     37.083s     29.775w    589 calls
JK: (Q|mn)^R                        :   1678.083u    116.767s    785.765w    589 calls
JK: (Q|mn)^R Write                  :     36.683u     58.467s     55.240w    589 calls
HF: Form core H                     :     35.167u      0.533s     22.349w    589 calls
HF: Form S/X                        :     38.850u      1.167s     75.561w    589 calls
HF: Guess                           :    291.950u     72.550s    277.739w    589 calls
SAD Guess                           :    288.283u     72.467s    275.396w    589 calls
HF: Form G                          :  91720.833u   8138.067s  43880.472w  17377 calls
RV: Form V                          : 150959.667u     35.467s  50918.875w  36375 calls
Properties                          :  59653.003p                         87453278 calls
Functional                          :  10019.237p                         87453278 calls
V_xc                                :  32660.816p                         86059801 calls
JK: D                               :   5249.233u      0.833s    115.034w  36375 calls
JK: USO2AO                          :      1.567u      0.017s      0.367w  36375 calls
JK: JK                              : 205793.517u  11827.933s  43963.679w  36375 calls
JK: (Q|mn) Read                     :   1549.017u   2142.467s   1799.622w  34754 calls
JK: J                               :  59008.983u     17.283s   1358.185w  53752 calls
JK: J1                              :  31908.867u      7.633s    688.409w  53752 calls
JK: J2                              :  26823.567u      8.450s    656.353w  53752 calls
JK: K                               :  85914.683u   2682.667s  14104.073w  53752 calls
JK: K1                              :  80003.650u   1934.867s  10734.458w  53752 calls
JK: K2                              :   5855.133u    747.367s   3366.481w  53752 calls
JK: (Q|mn)^L Read                   :   1182.333u   1648.250s   1367.711w  52720 calls
JK: (Q|mn)^R Read                   :   1105.683u   1621.567s   1360.784w  52720 calls
JK: wK                              :  46514.333u   2594.467s  22631.609w  90716 calls
JK: wK1                             :  40205.150u   1722.650s  18817.309w 181432 calls
JK: wK2                             :   6236.583u    870.250s   3808.135w  90716 calls
JK: AO2USO                          :      0.433u      0.017s      0.128w  36375 calls
HF: Form F                          :     17.300u      0.667s     43.356w  17377 calls
HF: Form D                          :     14.683u      0.317s     20.795w  17377 calls
HF: DIIS                            :    643.750u     43.917s    798.016w  16788 calls
HF: Form C                          :    832.833u     18.767s   1514.797w  16788 calls
JK: (A|Q)^-1/2                      :    693.700u     20.067s    642.592w    589 calls
JK: (A|mn)^R                        :   1472.433u      0.600s    648.269w    589 calls
Grad: V T Perturb                   :    890.650u      0.333s     33.771w    589 calls
Grad: S                             :     88.117u      0.167s      8.057w    589 calls
Grad: JK                            :  15198.950u    674.950s   7429.290w    589 calls
JKGrad: Amn                         :   2069.283u    196.867s    967.872w    589 calls
JKGrad: Awmn                        :   2100.083u    197.333s   1131.352w    589 calls
JKGrad: AB                          :    838.183u     54.550s    621.323w    589 calls
JKGrad: UV                          :    196.633u     35.117s    105.824w    589 calls
JKGrad: ABx                         :    103.750u      2.900s     43.743w    589 calls
JKGrad: Amnx                        :   9866.800u    182.933s   4553.265w    589 calls
Grad: XC                            :   3358.750u      0.500s   1484.872w    589 calls
V_xc gradient                       :    954.926p                         1393477 calls

--------------------------------------------------------------------------------------
V: Grid                             :   2348.517u      8.050s    881.939w   1178 calls
| build grid                        :   1979.583u      4.117s    662.646w   1178 calls
| post-process grid                 :    368.083u      3.933s    218.966w   1178 calls
DFH: sparsity prep                  :     73.717u      0.083s     67.779w    589 calls
| Libint2ERI::Libint2ERI            :     47.200u      0.033s     43.343w    589 calls
Libint2ERI::Libint2ERI              :    188.533u      0.550s    161.547w   3534 calls
Libint2ErfERI::Libint2ErfERI        :    110.450u      0.033s     98.070w   1178 calls
JK: (A|Q)^-1                        :   1374.467u     84.317s   1239.540w   1178 calls
| Libint2ERI::Libint2ERI            :      1.100u      0.383s      1.064w   2356 calls
JK: (A|mn)                          :   2058.233u    162.217s    941.273w   1178 calls
JK: (Q|mn)                          :   1579.733u    232.200s    840.067w   1178 calls
JK: (Q|mn) Write                    :     28.967u     37.150s     31.347w    589 calls
JK: (A|mn)^L                        :   2080.183u    140.950s    940.834w   1178 calls
JK: (Q|mn)^L                        :   1549.117u    242.067s    830.567w   1178 calls
JK: (Q|mn)^L Write                  :     28.667u     37.083s     29.775w    589 calls
JK: (Q|mn)^R                        :   1678.083u    116.767s    785.765w    589 calls
JK: (Q|mn)^R Write                  :     36.683u     58.467s     55.240w    589 calls
HF: Form core H                     :     35.167u      0.533s     22.349w    589 calls
HF: Form S/X                        :     38.850u      1.167s     75.561w    589 calls
HF: Guess                           :    291.950u     72.550s    277.739w    589 calls
| SAD Guess                         :    288.283u     72.467s    275.396w    589 calls
HF: Form G                          :  91720.833u   8138.067s  43880.472w  17377 calls
| RV: Form V                        :  52126.750u     16.883s  22063.623w  17377 calls
| | Properties                      :  24625.845p                         41111292 calls
| | Functional                      :   4361.884p                         41111292 calls
| | V_xc                            :  14595.645p                         41111292 calls
| JK: D                             :     19.833u      0.550s     30.653w  17377 calls
| JK: USO2AO                        :      0.550u      0.000s      0.151w  17377 calls
| JK: JK                            :  39533.250u   8118.917s  21685.159w  17377 calls
| | JK: (Q|mn) Read                 :   1549.017u   2142.467s   1799.622w  34754 calls
| | JK: J                           :    938.033u      8.733s    440.019w  34754 calls
| | | JK: J1                        :    451.400u      4.383s    210.857w  34754 calls
| | | JK: J2                        :    451.283u      3.533s    220.039w  34754 calls
| | JK: K                           :  12495.917u    956.783s   5923.322w  34754 calls
| | | JK: K1                        :   9701.883u    601.217s   4378.635w  34754 calls
| | | JK: K2                        :   2772.633u    355.317s   1542.799w  34754 calls
| | JK: (Q|mn)^L Read               :   1182.333u   1648.250s   1367.711w  52720 calls
| | JK: (Q|mn)^R Read               :   1105.683u   1621.567s   1360.784w  52720 calls
| | JK: wK                          :  21486.950u   1020.767s  10031.265w  52720 calls
| | | JK: wK1                       :  18469.333u    600.717s   8246.338w 105440 calls
| | | JK: wK2                       :   2973.817u    419.033s   1781.162w  52720 calls
| JK: AO2USO                        :      0.267u      0.000s      0.064w  17377 calls
HF: Form F                          :     17.300u      0.667s     43.356w  17377 calls
HF: Form D                          :     14.683u      0.317s     20.795w  17377 calls
HF: DIIS                            :    643.750u     43.917s    798.016w  16788 calls
HF: Form C                          :    832.833u     18.767s   1514.797w  16788 calls
JK: (A|Q)^-1/2                      :    693.700u     20.067s    642.592w    589 calls
| Libint2ERI::Libint2ERI            :      0.750u      0.017s      0.589w   1178 calls
JK: (A|mn)^R                        :   1472.433u      0.600s    648.269w    589 calls
JK: D                               :   5229.400u      0.283s     84.381w  18998 calls
JK: USO2AO                          :      1.017u      0.017s      0.217w  18998 calls
JK: JK                              : 166260.267u   3709.017s  22278.520w  18998 calls
| JK: J                             :  58070.950u      8.550s    918.166w  18998 calls
| | JK: J1                          :  31457.467u      3.250s    477.552w  18998 calls
| | JK: J2                          :  26372.283u      4.917s    436.314w  18998 calls
| JK: K                             :  73418.767u   1725.883s   8180.751w  18998 calls
| | JK: K1                          :  70301.767u   1333.650s   6355.823w  18998 calls
| | JK: K2                          :   3082.500u    392.050s   1823.682w  18998 calls
| JK: wK                            :  25027.383u   1573.700s  12600.344w  37996 calls
| | JK: wK1                         :  21735.817u   1121.933s  10570.972w  75992 calls
| | JK: wK2                         :   3262.767u    451.217s   2026.973w  37996 calls
JK: AO2USO                          :      0.167u      0.017s      0.064w  18998 calls
RV: Form V                          :  98832.917u     18.583s  28855.252w  18998 calls
| Properties                        :  33194.408p                         44948509 calls
| Functional                        :   5496.975p                         44948509 calls
| V_xc                              :  18065.171p                         44948509 calls
Grad: V T Perturb                   :    890.650u      0.333s     33.771w    589 calls
Grad: S                             :     88.117u      0.167s      8.057w    589 calls
Grad: JK                            :  15198.950u    674.950s   7429.290w    589 calls
| JKGrad: Amn                       :   2069.283u    196.867s    967.872w    589 calls
| | Libint2ERI::Libint2ERI          :    285.617u      1.100s     39.855w    589 calls
| JKGrad: Awmn                      :   2100.083u    197.333s   1131.352w    589 calls
| | Libint2ErfERI::Libint2ErfERI    :    171.233u      2.100s    106.492w   1178 calls
| JKGrad: AB                        :    838.183u     54.550s    621.323w    589 calls
| | Libint2ERI::Libint2ERI          :      0.817u      0.017s      0.393w   1178 calls
| JKGrad: UV                        :    196.633u     35.117s    105.824w    589 calls
| JKGrad: ABx                       :    103.750u      2.900s     43.743w    589 calls
| | Libint2ERI::Libint2ERI          :      0.533u      0.017s      0.204w    589 calls
| JKGrad: Amnx                      :   9866.800u    182.933s   4553.265w    589 calls
| | Libint2ERI::Libint2ERI          :     78.633u      1.233s     37.562w    589 calls
| | Libint2ErfERI::Libint2ErfERI    :     90.550u      1.217s     46.185w    589 calls
Grad: XC                            :   3358.750u      0.500s   1484.872w    589 calls
| Properties                        :   1832.750p                         1393477 calls
| Functional                        :    160.378p                         1393477 calls
| V_xc gradient                     :    954.926p                         1393477 calls

**************************************************************************************

Host: chem76fgv94lws

Timers On : Sat Jul 25 14:40:09 2026
Timers Off: Mon Jul 27 14:16:18 2026

Wall Time:   171369.04 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
V: Grid                             :   2980.433u     11.017s   1110.373w   1508 calls
build grid                          :   2511.600u      5.617s    835.370w   1508 calls
post-process grid                   :    467.417u      5.383s    274.596w   1508 calls
DFH: sparsity prep                  :     92.933u      0.033s     83.206w    754 calls
Libint2ERI::Libint2ERI              :    741.683u      4.283s    357.414w  13572 calls
Libint2ErfERI::Libint2ErfERI        :    474.750u      4.433s    322.035w   3770 calls
JK: (A|Q)^-1                        :   1748.533u    104.817s   1535.603w   1508 calls
JK: (A|mn)                          :   2597.750u    203.583s   1188.958w   1508 calls
JK: (Q|mn)                          :   1965.950u    298.950s   1069.529w   1508 calls
JK: (Q|mn) Write                    :     33.450u     46.517s     40.274w    754 calls
JK: (A|mn)^L                        :   2639.767u    177.500s   1208.063w   1508 calls
JK: (Q|mn)^L                        :   1922.450u    296.483s   1017.268w   1508 calls
JK: (Q|mn)^L Write                  :     35.967u     46.250s     38.476w    754 calls
JK: (Q|mn)^R                        :   2007.150u    147.350s    927.324w    754 calls
JK: (Q|mn)^R Write                  :     44.533u     73.200s     68.785w    754 calls
HF: Form core H                     :     45.350u      0.600s     28.103w    754 calls
HF: Form S/X                        :     51.250u      1.283s     92.008w    754 calls
HF: Guess                           :    360.067u     67.167s    319.307w    754 calls
SAD Guess                           :    355.750u     66.983s    316.797w    754 calls
HF: Form G                          : 115859.800u   8595.317s  55698.591w  22112 calls
RV: Form V                          : 178962.500u     41.300s  60087.181w  43728 calls
Properties                          :  70489.585p                         105545097 calls
Functional                          :  11945.853p                         105545097 calls
V_xc                                :  38448.871p                         103756016 calls
JK: D                               :   6107.650u      1.367s    135.158w  43728 calls
JK: USO2AO                          :      2.783u      0.000s      0.450w  43728 calls
JK: JK                              : 244491.617u  12159.350s  50784.733w  43728 calls
JK: (Q|mn) Read                     :   1881.450u   2655.667s   2291.347w  44224 calls
JK: J                               :  68198.867u     19.417s   1568.061w  65840 calls
JK: J1                              :  36615.517u      8.567s    795.883w  65840 calls
JK: J2                              :  31287.150u      9.383s    756.428w  65840 calls
JK: K                               : 104852.583u   2473.233s  16053.271w  65840 calls
JK: K1                              :  97746.033u   1576.867s  12033.186w  65840 calls
JK: K2                              :   7034.650u    895.683s   4016.129w  65840 calls
JK: (Q|mn)^L Read                   :   1454.750u   2055.733s   1736.531w  67090 calls
JK: (Q|mn)^R Read                   :   1350.233u   2027.500s   1725.855w  67090 calls
JK: wK                              :  54405.767u   1878.233s  25807.450w 110322 calls
JK: wK1                             :  46815.750u    827.183s  21251.903w 220644 calls
JK: wK2                             :   7491.783u   1049.033s   4547.703w 110322 calls
JK: AO2USO                          :      0.467u      0.033s      0.241w  43728 calls
HF: Form F                          :     22.150u      0.933s     57.149w  22112 calls
HF: Form D                          :     18.100u      0.717s     28.207w  22112 calls
HF: DIIS                            :    820.800u     55.683s   1054.220w  21358 calls
HF: Form C                          :   1059.017u     24.617s   2083.029w  21358 calls
JK: (A|Q)^-1/2                      :    856.833u     17.733s    767.704w    754 calls
JK: (A|mn)^R                        :   1715.400u      0.833s    756.023w    754 calls
Grad: V T Perturb                   :   1143.300u      0.400s     41.623w    754 calls
Grad: S                             :    109.283u      0.167s     10.087w    754 calls
Grad: JK                            :  18694.283u    842.117s   9111.109w    754 calls
JKGrad: Amn                         :   2564.967u    250.117s   1215.850w    754 calls
JKGrad: Awmn                        :   2547.450u    250.417s   1370.390w    754 calls
JKGrad: AB                          :   1061.950u     55.733s    775.951w    754 calls
JKGrad: UV                          :    249.250u     43.583s    133.099w    754 calls
JKGrad: ABx                         :    130.250u      3.967s     54.925w    754 calls
JKGrad: Amnx                        :  12113.517u    231.567s   5553.513w    754 calls
Grad: XC                            :   4189.300u      0.817s   1804.484w    754 calls
V_xc gradient                       :   1138.467p                         1789081 calls

--------------------------------------------------------------------------------------
V: Grid                             :   2980.433u     11.017s   1110.373w   1508 calls
| build grid                        :   2511.600u      5.617s    835.370w   1508 calls
| post-process grid                 :    467.417u      5.383s    274.596w   1508 calls
DFH: sparsity prep                  :     92.933u      0.033s     83.206w    754 calls
| Libint2ERI::Libint2ERI            :     59.667u      0.017s     53.615w    754 calls
Libint2ERI::Libint2ERI              :    237.950u      1.067s    205.263w   4524 calls
Libint2ErfERI::Libint2ErfERI        :    140.950u      0.000s    125.744w   1508 calls
JK: (A|Q)^-1                        :   1748.533u    104.817s   1535.603w   1508 calls
| Libint2ERI::Libint2ERI            :      1.400u      0.517s      1.457w   3016 calls
JK: (A|mn)                          :   2597.750u    203.583s   1188.958w   1508 calls
JK: (Q|mn)                          :   1965.950u    298.950s   1069.529w   1508 calls
JK: (Q|mn) Write                    :     33.450u     46.517s     40.274w    754 calls
JK: (A|mn)^L                        :   2639.767u    177.500s   1208.063w   1508 calls
JK: (Q|mn)^L                        :   1922.450u    296.483s   1017.268w   1508 calls
JK: (Q|mn)^L Write                  :     35.967u     46.250s     38.476w    754 calls
JK: (Q|mn)^R                        :   2007.150u    147.350s    927.324w    754 calls
JK: (Q|mn)^R Write                  :     44.533u     73.200s     68.785w    754 calls
HF: Form core H                     :     45.350u      0.600s     28.103w    754 calls
HF: Form S/X                        :     51.250u      1.283s     92.008w    754 calls
HF: Guess                           :    360.067u     67.167s    319.307w    754 calls
| SAD Guess                         :    355.750u     66.983s    316.797w    754 calls
HF: Form G                          : 115859.800u   8595.317s  55698.591w  22112 calls
| RV: Form V                        :  66171.433u     19.267s  28494.441w  22112 calls
| | Properties                      :  31829.410p                         52467471 calls
| | Functional                      :   5681.789p                         52467471 calls
| | V_xc                            :  18741.542p                         52467471 calls
| JK: D                             :     26.150u      1.000s     41.511w  22112 calls
| JK: USO2AO                        :      0.583u      0.000s      0.219w  22112 calls
| JK: JK                            :  49610.950u   8572.783s  27026.274w  22112 calls
| | JK: (Q|mn) Read                 :   1881.450u   2655.667s   2291.347w  44224 calls
| | JK: J                           :   1167.283u     11.250s    558.186w  44224 calls
| | | JK: J1                        :    566.850u      5.383s    270.996w  44224 calls
| | | JK: J2                        :    553.383u      4.783s    275.871w  44224 calls
| | JK: K                           :  15587.750u    536.600s   7253.334w  44224 calls
| | | JK: K1                        :  12012.033u     72.650s   5238.995w  44224 calls
| | | JK: K2                        :   3547.533u    463.517s   2011.746w  44224 calls
| | JK: (Q|mn)^L Read               :   1454.750u   2055.733s   1736.531w  67090 calls
| | JK: (Q|mn)^R Read               :   1350.233u   2027.500s   1725.855w  67090 calls
| | JK: wK                          :  26955.100u    608.250s  12498.099w  67090 calls
| | | JK: wK1                       :  23091.367u     57.600s  10164.542w 134180 calls
| | | JK: wK2                       :   3802.617u    549.200s   2328.496w  67090 calls
| JK: AO2USO                        :      0.200u      0.017s      0.156w  22112 calls
HF: Form F                          :     22.150u      0.933s     57.149w  22112 calls
HF: Form D                          :     18.100u      0.717s     28.207w  22112 calls
HF: DIIS                            :    820.800u     55.683s   1054.220w  21358 calls
HF: Form C                          :   1059.017u     24.617s   2083.029w  21358 calls
JK: (A|Q)^-1/2                      :    856.833u     17.733s    767.704w    754 calls
| Libint2ERI::Libint2ERI            :      1.000u      0.033s      0.764w   1508 calls
JK: (A|mn)^R                        :   1715.400u      0.833s    756.023w    754 calls
JK: D                               :   6081.500u      0.367s     93.647w  21616 calls
JK: USO2AO                          :      2.200u      0.000s      0.231w  21616 calls
JK: JK                              : 194880.667u   3586.567s  23758.460w  21616 calls
| JK: J                             :  67031.583u      8.167s   1009.874w  21616 calls
| | JK: J1                          :  36048.667u      3.183s    524.887w  21616 calls
| | JK: J2                          :  30733.767u      4.600s    480.557w  21616 calls
| JK: K                             :  89264.833u   1936.633s   8799.937w  21616 calls
| | JK: K1                          :  85734.000u   1504.217s   6794.190w  21616 calls
| | JK: K2                          :   3487.117u    432.167s   2004.383w  21616 calls
| JK: wK                            :  27450.667u   1269.983s  13309.351w  43232 calls
| | JK: wK1                         :  23724.383u    769.583s  11087.361w  86464 calls
| | JK: wK2                         :   3689.167u    499.833s   2219.208w  43232 calls
JK: AO2USO                          :      0.267u      0.017s      0.085w  21616 calls
RV: Form V                          : 112791.067u     22.033s  31592.740w  21616 calls
| Properties                        :  36413.499p                         51288545 calls
